,CATEGORY,TAGS,ga_txt_cleaned
24162,Logging / Monitoring,logging,raven logback
15167,Crawler,crawler,jade crawler
18727,Example,example,rgielen office sample
21405,Languages / Compiler / Interpretation,functional|scala|scalaz,scalaz core
12974,Bytecode Libraries,bytecode,sourceforge
18541,Example,example,ucm fdi grasia faerie demos talk
4706,Web Applications,application|portal|web|webapp,sakaiproject portal chat
16187,Utilities,date|time,nscala time
11224,Build Automation Tool Plugins,build|build-system|maven|plugin,pojosontheweb maven plugin
2507,Web Applications,application|eclipse|jetty|server|testing|web|webapp|webserver,jetty test webapp
5472,Web Applications,application|twitter|web|webapp,tomitribe twitter
17038,IDE Modules,eclipse|ide|plugin,netcetera workspaceconfig ide
26585,Messaging / Integration,queue,zj dreamly starter queue
6002,Web Applications,application|web|webapp,appng
23809,Languages / Compiler / Interpretation,language,language
17157,Build Automation Tool Plugins,eclipse|maven|plugin,tesla plugin
2318,Web Applications,application|console|plugin|web|webapp,geronimo plugin console base portlet
26452,Database,persistence|plugin,mybatis page plugin
12770,Build Automation Tool Plugins,build|build-system|maven|plugin|testing,repackage test maven plugin
14715,Utilities,collections|structures,collection
13150,Stream Processing,camel|connector|kafka|rest|spark|streaming,camel kafkaconnector spark rest kafka connector
1434,Build,ant,antmedia ant medium server
12839,Build Automation Tool Plugins,build|build-system|maven|plugin|tree,marchand maven dep tree plugin
6477,Web Applications,application|web|webapp,open kmi iserve
17506,IDE Modules,eclipse|runtime,core job
16909,DNS Libraries,dns|socket,netty codec dns
7405,Security / Authentification,authentication|io|oauth,gravitee oauth generic
2937,Example,application|example|logging|spring|support|web|webapp,namic oss spring support log sample
6690,Aspect Oriented,aspect|aop,aspectwerkz
27218,Job Scheduling,scheduling|spring,common quartz spring boot starter
6559,Web Applications,application|web|webapp,overlord common idp eap
4261,Web Applications,application|jetty|server|web|webapp|webserver,jetty
19844,Example,example|io,example
17372,IDE Modules,eclipse|plugin,eclipselab netj
25414,Communication Protocol Integration,messaging,smack
28547,Cluster Managment,yarn,flink shade yarn
5511,Web Applications,application|ui|web|webapp|writer,kuali writer ui
3333,Example,application|example|web|webapp,jayway forest sample bank
12662,Build Automation Tool Plugins,build|build-system|maven|plugin|server|web,fitnesse web maven server plugin
4726,Web Applications,application|portlet|web|webapp,toutatice acrenne site portlet
12851,Build Automation Tool Plugins,build|build-system|maven|plugin|validation,validator aem maven plugin
7541,Build Automation Tool Plugins,aws|build|build-system|maven|plugin,kuali maven plugin
27409,Testing,selenium|testing|toolkit|tools,selenium consult java toolkit
10719,Build Automation Tool Plugins,build|build-system|maven|plugin,eclipselink maven plugin
15584,Cryptography,cryptography,hoffman crypto
28359,UI,ui|viewer|wicket,view wicket ui
8936,Build Automation Tool Plugins,build|build-system|bundle|maven|plugin,fusesource mvnplugin maven bundle plugin
11505,Build Automation Tool Plugins,build|build-system|maven|plugin,rudin maven plugin
14412,File Handler,client|io|json,ktor client json
2605,Web Applications,application|event|example|jsf|portlet|web|webapp,liferay face demos jsf ipc event customer portlet
22379,Languages / Compiler / Interpretation,javax|specs|standard,javax jdo api
17903,Example,example,ai djl example
15425,Cryptography,cryptography,camel crypto cms
11617,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
10901,Build Automation Tool Plugins,build|build-system|maven|plugin,gitflow maven plugin
11222,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
22900,Build Automation Tool Plugins,json|maven|plugin,mvn plugin
15430,Cryptography,cryptography,maven crypto api
2061,Web Applications,application|bundle|web|webapp,entando bundle
20347,Example,example|logging|service|tracing,purgeteam log trace service demo
6770,Logging / Monitoring,aspect|metrics|io,astefanutti metric aspectj
18735,Example,example,java demos
368,Testing,actor|akka|concurrency|distributed|testing|typesafe,typesafe akka testkit
1659,Build,ant|build|build-system|maven|plugin,maven ant plugin
2500,Web Applications,application|eclipse|javascript|server|web|webapp,dirigible server javascript
15258,Job Scheduling,cron,cdi cron api
13787,Security / Authentification,camel|security|spring,camel undertow spring security
3024,Example,application|example|portlet|web|webapp,liferay face demos iceface chat portlet
9789,Build Automation Tool Plugins,build|build-system|io|maven|plugin,wcm maven plugin content package
24472,Logging / Monitoring,logging,raven logback
28516,File Handler,yaml,pureconfig yaml
17675,Messaging / Integration,esb|jms|osgi|queue,servicemix itest cxf jms osgi
19093,Example,example,jacorb demo office
13123,Stream Processing,camel|connector|kafka|kubernetes|streaming,camel kafkaconnector kubernete job kafka connector
8286,File Handler,binding|xml,glassfish jaxb
27758,Testing,specs|testing,spec
11796,Build Automation Tool Plugins,build|build-system|maven|plugin,bluestemsoftware open maven plugin install
7308,UI,assets|web,webjar npm type
24024,Logging / Monitoring,logging,log
15283,Job Scheduling,cron,goyeau orchestra cron
10272,Build Automation Tool Plugins,build|build-system|maven|plugin,mojo maven plugin
1967,Web Applications,application|bridge|example|jms|module|queue|web|webapp,activemq example module artemis jms bridge
20157,Example,example|jms|queue,activemq example jms interceptor
15001,Concurrency Libraries,concurrent,objecto concurrent
26819,Rule Engines,rule-engine,dentrassi kura addon drool core
16460,Machine Learning,deep-learning|machine-learning|nlp,deeplearningj nlp uima
15276,Job Scheduling,cron,cron
4179,Web Applications,application|jaxrs|rest|web|webapp,jaxrs hello
7077,UI,assets|web,webjar bowergithub open
26008,Database,orm|persistence,orm
21520,Languages / Compiler / Interpretation,generator|module|parser|scala,scala lang module parser combinator
19447,Example,example|google,google code flexlib example
7223,UI,assets|web,webjar
19777,Example,example|io,boot sample invoker
23786,Languages / Compiler / Interpretation,language,tranql
24503,Logging / Monitoring,logging,wetheinter xapi core log
22648,Messaging / Integration,jms|queue,activemq core
12338,Build Automation Tool Plugins,build|build-system|maven|plugin,gen maven plugin
26469,Database,persistence|spring,spring boot mybatis pe starter
28447,Utilities,validation,validation
1702,Build,ant|portal,portal jetspeed ant task
25214,Build Automation Tool Plugins,maven|plugin,plugin
3819,Web Applications,application|extension|identity|web|webapp,wso carbon extension identity authenticator endpoint
4911,Web Applications,application|rule-engine|web|webapp,drool guvnor
10696,Build Automation Tool Plugins,build|build-system|maven|plugin,jvnet maven plugin
5159,Web Applications,application|service|web|webapp,service
24759,Logging / Monitoring,logging|scala|slf4j|typesafe,typesafe scala log slfj
4098,Web Applications,application|io|support|web|webapp,fabric support webapp
7875,Benchmarks,benchmark,molecule lab benchmark
23066,Testing,junit|provider|testing,dius pact jvm provider junit
14078,Chart Libraries,chart|visualization,wicked chart highchart wrapper
11236,Build Automation Tool Plugins,build|build-system|maven|plugin,proguard maven plugin
3818,Web Applications,application|extension|identity|web|webapp,wso carbon extension identity authenticator endpoint
17727,Example,example,clerezza uima sample
26180,File Handler,parser|pdf,mmm content parser pdf
13368,Testing,camel|deployment|integration|support|testing,camel quarkus integration test support core ext deployment
24429,Logging / Monitoring,logging,matthieu vergne log
19565,Example,example|hazelcast|jms|queue,hazelcast jet example jms
9117,Build Automation Tool Plugins,build|build-system|config|maven|plugin,easy config maven plugin
17342,IDE Modules,eclipse|plugin,vorto codegen
5069,Web Applications,application|server|web|webapp,appspy server webapp
13785,Security / Authentification,camel|security,camel shiro starter
15051,IDE Modules,config|directory|eclipse|plugin,directory studio apached configuration
19069,Example,example,ikasan sample
19991,Example,example|io|service,hawt example service
7909,Benchmarks,benchmark|facebook|io,facebook hive benchmark
27781,JWT Libraries,spring|jwt|json|security,spring jwt
24382,Logging / Monitoring,logging,weicoder logj
21034,Example,example|testing|testng,saucelab quickstart testng
6068,Web Applications,application|web|webapp,entando app
13630,Testing,camel|integration|sql|testing,camel quarkus debezium sqlserver integration test
23088,Testing,junit|spring|system|testing,fitbur testify junit spring boot system test
12058,Build Automation Tool Plugins,build|build-system|maven|plugin,kuali maven plugin
10566,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
14446,Mailing,client|mail,solarmosaic client mail
10152,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin ear
10844,Build Automation Tool Plugins,build|build-system|maven|plugin,avast syringe maven plugin
3342,Example,application|example|web|webapp,khubla pragmatach example
26001,Database,orm,gorm
2336,Web Applications,application|console|web|webapp,orchestra console
8539,UI,bootstrap,fitnesse bootstrap plus theme
13003,Caching,cache,marmotta cache ehcache
10947,Build Automation Tool Plugins,build|build-system|maven|plugin,diagnostic automation maven plugin
4808,Web Applications,application|repl|web|webapp,juddi war
19370,Example,example|facebook,facebook example
16468,Natural Language Processing,deep-learning|nlp,ai idylnlp nlp entity deeplearne
27430,Marshalling / Unmarshalling,serialization,tkr fluflu msgpack circe
7649,Logging / Monitoring,aws|io|logging,ext logback kinesis appender
9768,Build Automation Tool Plugins,build|build-system|io|maven|plugin,syndesis maven plugin
620,Build Automation Tool Plugins,amazon|aws|build|build-system|maven|plugin|sdk,amazonaw aw java sdk codegen maven plugin
24950,File Handler,markdown|specs|testing,spec markdown
15518,Cryptography,cryptography,mohiva play silhouette password bcrypt
7298,UI,assets|web,webjar npm
5090,Web Applications,application|server|web|webapp,server
28395,Utilities,validation,param validate
12736,Build Automation Tool Plugins,build|build-system|maven|plugin|swagger,dk swagger maven plugin
3352,Example,application|example|web|webapp,khubla pragmatach example
2333,Web Applications,application|console|web|webapp,ikasan console war
18235,Example,example,demo
17018,IDE Modules,eclipse|generator|plugin,franca generator
6514,Web Applications,application|web|webapp,wildfly quickstart helloworld
11268,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin npm
14975,Concurrency Libraries,concurrency|concurrent|functional|scala|scalaz,scalaz concurrent
16898,DNS Libraries,dns|network|osgi,dnsjava osgi
8345,Bitcoin,bitcoin,tech daemon interface bitcoin
7651,Logging / Monitoring,aws|io|logging|metrics|monitoring,ext logback cloudwatch appender
11758,Build Automation Tool Plugins,build|build-system|maven|plugin,asciidoctor maven plugin
12427,Build Automation Tool Plugins,build|build-system|maven|plugin,wso maven synapse plugin
21648,Application Layer Protocol Integration,google|http,google okhttp
4843,Web Applications,application|rest|service|web|webapp,hawkular alert rest service
24014,Logging / Monitoring,logging,qos logback audit common
18278,Example,example,netflix karyon example
9137,Build Automation Tool Plugins,build|build-system|console|io|jetty|maven|plugin|server|webserver,tesla jetty console maven plugin
26892,Rule Engines,rule-engine|osgi,drool karaf feature
2117,Web Applications,application|camel|example|jms|queue|web|webapp,wildfly camel example jms tx
12517,Build Automation Tool Plugins,build|build-system|maven|plugin|python|testing,test python maven plugin external
24211,Logging / Monitoring,logging,logger
2587,Web Applications,application|engine|search|solr|web|webapp|webservice,weblab webservice solr engine
8509,UI,bootstrap,stickycode bootstrap sticky tck
9694,Build Automation Tool Plugins,build|build-system|io|maven|plugin,maven plugin
28245,Testing,testing,lihaoyi utestsjs
4016,Web Applications,application|integration|storage|web|webapp|webservice,enunciate integration jersey storage
9372,Build Automation Tool Plugins,build|build-system|framework|javascript|maven|plugin|report|testing,jlgrock javascript framework closure testing report maven plugin
11642,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
22192,Build Automation Tool Plugins,io|maven|repository,get coursier
20467,Example,example|osgi,karaf example war feature
7545,File System,aws|build|build-system|maven|plugin|s3,upload maven plugin
13119,Stream Processing,camel|connector|kafka|kubernetes|service|streaming,camel kafkaconnector kubernete service account kafka connector
4764,Web Applications,application|protocol|ui|web|webapp,restcomm protocol new ui
3900,Web Applications,application|geo|google|platform|service|web|webapp,ze platform service geo google
20071,Example,example|jboss|junit|testing,jboss arquillian example junit
2412,Web Applications,application|dependency-injection|example|web|webapp,atmosphere sample guice chat
13769,Marshalling / Unmarshalling,camel|protocol|serialization|thrift,camel thrift
21214,Database,fluent|jpa|persistence,fluent jpa
4441,Web Applications,application|mock|web|webapp,redhat api mock webapp
13926,Database,cassandra|dao|database,dao cassandra
5343,Testing,application|testing|tracing|web|webapp,hawkular apm test app opentrace
190,Security / Authentification,actor|akka|authentication|concurrency|distributed|http|oauth|provider,akka http oauth provider
26576,Messaging / Integration,queue,queue core java
12484,Build Automation Tool Plugins,build|build-system|maven|plugin|portal,portal jetspeed maven plugin
10364,Build Automation Tool Plugins,build|build-system|maven|plugin,package maven plugin
7092,UI,assets|web,webjar
5779,Web Applications,application|web|webapp,helger start
24260,Logging / Monitoring,logging,mycila log
2010,Web Applications,application|build|build-system|maven|web|webapp,fusesource insight maven web
3000,Web Applications,application|example|portal|web|webapp,portal jetspeed demo
25219,Build Automation Tool Plugins,maven|plugin,plugin
26888,Rule Engines,rule-engine|ide,drool droolsjbpm ide common
18129,Example,example,jaitool jt demo
13946,Database,cassandra|database,zeppelin cassandra
24286,Logging / Monitoring,logging,outr scribe
23367,JWT Libraries,jwt,jwt helper
1856,Web Applications,application|beans|example|validation|web|webapp|webservice,glassfish jersey example bean validation webapp
10529,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin environment
16763,Distributed Tracing,distributed|tracing,uber jaeger core
15329,Job Scheduling,cron|jboss|interface,jboss seam cron spi
7938,Benchmarks,benchmark|io,prestosql presto benchmark
20276,Example,example|jsp|xml,hxstream findsecbug sample jsp
4253,Web Applications,application|jetty|server|testing|web|webapp|webserver,mortbay jetty testwar test war
27461,Marshalling / Unmarshalling,serialization,xuwei msgpackz circe
20891,Example,example|spring,ddphin base oss spring boot sample
14565,Cluster Managment,cluster|hadoop|managment|yarn,hadoop yarn common
5067,Web Applications,application|server|web|webapp,apereo cas server webapp eureka
3991,Web Applications,application|identity|portal|web|webapp,wso identity app portal
26826,Rule Engines,rule-engine,chtijbug drool guvnor
17519,IDE Modules,eclipse|runtime,core runtime
22569,Database,jdbc|sql,mengxianun jdbc
1686,Testing,ant|example|testing,cargo sample ant daemon test
4435,Web Applications,application|mobile|web|webapp,tidalwave bluebill mobile website
7572,File System,aws|client|s3|vertx,vertx client
5642,Web Applications,application|web|webapp,livesense live
11491,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
12131,Build Automation Tool Plugins,build|build-system|maven|plugin,objectweb petal maven plugin
7136,UI,assets|web,webjar
14736,Utilities,collections|structures,gild gfc collection
2744,Example,application|example|image|io|rest|web|webapp,fabric jube image quickstart war rest
24631,Logging / Monitoring,logging,log logssjs
15214,Crawler,crawler|io,skullab crawler
6091,Web Applications,application|web|webapp,fcrepo webapp plus
20897,Example,example|spring,kagkarlsson spring boot example
20928,Example,example|spring,springframework spring sample
2945,Example,application|example|messaging|web|webapp,atmosphere sample pubsub
13255,Stream Processing,camel|connector|kafka|streaming,camel kafkaconnector openshift build kafka connector
2664,Example,application|example|gwt|plugin|ui|web|webapp,geomajas plugin layer gwt example
14498,Database,client|sql,flink sql client
13195,Stream Processing,camel|connector|kafka|streaming,camel kafkaconnector kafka connector
8336,Bitcoin,bitcoin,bitcoinj core
5885,Web Applications,application|web|webapp,cnr si cool jconon
11572,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin upload
18067,Example,example,example
20710,Example,example|scala|spark,spark scala example
25823,Native Access Tools,native,native file
2917,Web Applications,application|example|jsf|web|webapp,liferay face demo jsf showcase webapp
27089,Testing,scala|testing,scalatest
28300,Testing,testing|toolkit|tools,test toolkit
12865,Build Automation Tool Plugins,build|build-system|maven|plugin|webapp,webapp maven plugin
8777,Operations management,bpmclientformsconsole,jbpm console ng generic form client
28179,Testing,testing,sparta test util
7957,Benchmarks,benchmark|jboss,jboss testsuite benchmark
13715,File Handler,camel|json,camel gson starter
4970,Web Applications,application|security|ui|web|webapp,plexus security ui web
23690,Command Line Parsers,kotlin|parser,kotlin
17338,IDE Modules,eclipse|plugin,tycho resolver facade
2991,Web Applications,application|example|portal|portlet|web|webapp,portal pluto demo portlet
10701,Build Automation Tool Plugins,build|build-system|maven|plugin,yang maven plugin
27592,Application-/ Web-Server,server|tomcat|webserver,waffle tomcat
15046,Configuration Libraries,config,ekrich sconfigsjs
10729,Build Automation Tool Plugins,build|build-system|maven|plugin,ingenieux maven plugin
28605,Distributed Coordination,zookeeper,dinstone zookeeper
18797,Example,example,oss junixsocket demo
25810,Native Access Tools,native,oracle host native window amd
9024,Build Automation Tool Plugins,build|build-system|cms|doc|maven|plugin|spring,alfresco maven plugin spring doc
26166,Command Line Parsers,parser,cli parser
15640,Cryptography,cryptography|identity,identity crypto
24676,Logging / Monitoring,logging|osgi,osgi enroute equinox log adapter
9343,Build Automation Tool Plugins,build|build-system|extension|git|maven|plugin|scm,maven versione extension
17576,Testing,elastic|testing,sksamuel elastic testkit
26322,File Handler,pdf,pdf renderer
12438,Build Automation Tool Plugins,build|build-system|maven|plugin,jflex maven plugin
14096,Chart Libraries,chart|visualization,click chart
7704,Barcode Handler,barcode,hynnet barcode common
18116,Example,example,herme example
18040,Example,example,cognifide aem apm example
15008,Configuration Libraries,config,common configuration
1362,Annotation Processing,annotations|processor,olingo odata annotation processor core
15176,Crawler,crawler,codelibs fess crawler parent
1925,Web Applications,application|bpm|dashboard|web|webapp,jbpm dashboard webapp
3930,Web Applications,application|gwt|testing|web|web-framework|webapp,vaadin component test
397,Actor Frameworks,actor|akka|concurrency|distributed|typesafe,typesafe akka actor
4084,Web Applications,application|io|registry|web|webapp,fabric jube registry facade
16906,DNS Libraries,dns|network|sdk,oracle oci sdk java dns
28291,Testing,testing|testng,testng listener
23964,Logging / Monitoring,logging,jboss slfj
23035,Testing,junit,codecentric jbehave junit runner
15732,UI,css|eclipse|styles,css core
26654,Utilities,regexp,name
14093,Chart Libraries,chart|visualization,gxt chart
153,Actor Frameworks,actor|akka|amazon|aws|concurrency|distributed|reactive,jiko reactive aw akka
23111,Testing,junit|testing,junit
12048,Build Automation Tool Plugins,build|build-system|maven|plugin,kohsuke stapler maven plugin
3554,Web Applications,application|example|web|webapp,api sample
25586,File Handler,module|scala|xml,scala lang module xml
5657,Web Applications,application|web|webapp,wet boew theme overlay
26978,Testing,scala|specs|testing|tools,scala tool testing spec
12298,Build Automation Tool Plugins,build|build-system|maven|plugin,wildfly build feature pack maven plugin
3936,Web Applications,application|gwt|ui|web|webapp,appfuse gwt
904,Code analyses,analysis,geomajas checkstyle
15193,Crawler,crawler|distribution|elastic|elasticsearch|search,pilato elasticsearch crawler fscrawler distribution
15043,Configuration Libraries,config,ekrich sconfigsjs
4914,Web Applications,application|rule-engine|web|webapp,drool guvnor webapp
17568,Testing,elastic|testing,sandinh elastic testkit
21897,Graph Algorithms and Tools,graph|service,expedia www haystack service graph snapshot store
20353,Example,example|logging|tracing,purgeteam log trace demo
1072,Code analyses,analysis|elastic|elasticsearch|search,elasticsearch analysis
19708,Example,example|io,example
22756,Database,jpa|persistence|query,jpa spec query
21013,Example,example|template,milyn smook example javabean template
22093,File Handler,io|json,argonaut
1956,Web Applications,application|bpm|web|webapp,aperteworkflow activiti gui
25176,Build Automation Tool Plugins,maven|plugin,yahoo vespa plugin
4650,Web Applications,application|plugin|web|webapp,atlassian bundle plugin
19239,Example,example,helper sample parent
16535,Dependency Injection,dependency-injection,hudson main inject
306,Logging / Monitoring,actor|akka|concurrency|distributed|metrics,gron metric akkaa
15290,Job Scheduling,cron,cron core
14426,Messaging / Integration,client|jms|queue,activemq artemis cdi client
26781,Rule Engines,rule-engine,drool knowledge internal api
19227,Example,example,demo
15009,Configuration Libraries,config,common
18703,Example,example,sample
8989,Build Automation Tool Plugins,build|build-system|client|maven|plugin,client maven plugin
2419,Web Applications,application|dependency-injection|server|web|webapp,wso appserver cdi inject
8874,Example,broker|example|jms|queue|request,activemq example broker request
4413,Web Applications,application|metrics|web|webapp,hawkular metric component
24496,Logging / Monitoring,logging,microlog logger midp
9030,Build Automation Tool Plugins,build|build-system|cms|maven|plugin,alfresco maven plugin
17119,IDE Modules,eclipse|io|plugin|rest,smarthome rest
24467,Logging / Monitoring,logging,java truevfs ext log
5077,Web Applications,application|server|web|webapp,hawkular btm server
15700,Cryptography,cryptography|persistence,mybatis crypt
8746,Operations management,bpm|engine,engine
7865,Benchmarks,benchmark,benchmark
9475,Build Automation Tool Plugins,build|build-system|git|maven|plugin|scm,maven plugin changelog
13882,Database,cassandra|config|database|embedded|spring,embed cassandra spring boot autoconfigure
25152,Build Automation Tool Plugins,maven|plugin,plugin todo issue
27857,Utilities,structures,common collection
19578,Example,example|http,exense step example demo java http keyword
17697,Example,example,arie blueprint sample
25289,Build Automation Tool Plugins,maven|plugin,wildfly swarm plugin
722,Messaging / Integration,amqp|client|message|queue,qpid amqp client
5440,Web Applications,application|testing|web|webapp,tk test webapp
23862,Languages / Compiler / Interpretation,language|webserver,tomcat el api
5404,Testing,application|testing|web|webapp,glassfish ozark test
28255,Testing,testing,lihaoyi utestsjs
1407,Exception Handling,annotations|web|exception,web exception handler addon annotation
2747,Example,application|example|image|io|servlet|web|webapp,fabric jube image quickstart war cxf cdi servlet
6329,Web Applications,application|web|webapp,picketlink sale post sig
10761,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin install
7901,Benchmarks,benchmark|example,matthieu vergne benchmark sample
9793,Build Automation Tool Plugins,build|build-system|io|maven|plugin,maven plugin
28055,Testing,testing,japgolly test state ext cat
18168,Example,example,jakewharton twirl sample
13439,Example,camel|example,camel example
16931,File Handler,dom|svg,svg java
12569,Build Automation Tool Plugins,build|build-system|maven|plugin|repository|webservice,axis repo maven plugin
5113,Web Applications,application|server|web|webapp,wso appserver cdi
10573,Build Automation Tool Plugins,build|build-system|maven|plugin,rmannibucau common maven plugin
12778,Build Automation Tool Plugins,build|build-system|maven|plugin|testing,test cloudbee maven plugin
24483,Logging / Monitoring,logging,openhft chronicle logger parent
21830,Testing,graph|groovy|testing,tinkerpop gremlin groovy test
10173,Build Automation Tool Plugins,build|build-system|maven|plugin,npanday plugin maven
21371,Languages / Compiler / Interpretation,functional|io,atlassian
18730,Example,example,stack example flink
19483,Example,example|groovy|jboss,jboss arquillian spock example groovy
2693,Example,application|example|gwt|ui|web|webapp,atmosphere sample gwt demo
967,Code analyses,analysis|client|elastic|elasticsearch|plugin|search,elasticsearch plugin analysis icu client
651,Stream Processing,amazon|aws|camel|connector|kafka|streaming,camel kafkaconnector aw ecs kafka connector
14101,Chart Libraries,chart|visualization,chart
10997,Build Automation Tool Plugins,build|build-system|maven|plugin,maven project plugin
18586,Example,example,matthieu vergne collection sample
22191,Build Automation Tool Plugins,io|maven|repository,get coursier
23106,Testing,junit|testing,geode gemfire junit
4930,Web Applications,application|scala|web|web-framework|webapp,liftweb lift
11579,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin checksum
22417,Languages / Compiler / Interpretation,javax|specs|standard,javax activation
1550,Build,ant,ant task
26227,File Handler,pdf,helger ph pdf layout
8429,UI,bootstrap,jwebmp jre bootstrap switch
22326,Languages / Compiler / Interpretation,javax|parser|specs|standard|xml,javax xml parser
5242,Web Applications,application|servlet|web|webapp,mobicent servlet sip testsuite application listener
6981,UI,assets|web,webjar bower
20454,Example,example|osgi,karaf example deployer
7784,Utilities,beans|validation,wildfly swarm bean validation module
25916,Natural Language Processing,nlp,houbb nlp sd
2313,Web Applications,application|console|jms|queue|web|webapp,activemq artemis console
687,Database,amazon|aws|client|database|dynamodb|io|scala,atlassian aw scala dynamodb
8488,UI,bootstrap,liftmodule fobo twbs bootstrap
14642,Testing,code-coverage|sdk,clover java
23026,UI,jsp|taglib,standard
128,Actor Frameworks,actor|akka|amazon|aws|concurrency|distributed,gfccollective gfc aw kinesis akka
23846,Languages / Compiler / Interpretation,language|server,epfl lamp dotty language server
7145,UI,assets|web,webjar
18267,Example,example,sample
12691,Build Automation Tool Plugins,build|build-system|maven|plugin|sonar,maven sonar plugin
9206,Build Automation Tool Plugins,build|build-system|deployment|maven|plugin,on deploy maven plugin
17952,Example,example,alibaba
17890,Example,example,uima example
24968,Utilities,math,flow math
13420,Example,camel|esb|example|sql,servicemix example camel sql
2454,Web Applications,application|directory|rest|web|webapp,directory fortress rest
872,Code analyses,analysis,analysis
13356,Database,camel|database|mysql,camel quarkus debezium mysql parent
16353,Machine Learning,deep-learning|machine-learning,thoughtwork deeplearne
22103,File Handler,io|json,argonaut argonautsjs
21614,Utilities,generator|uuid,parent
13027,Caching,cache|client,gild gfc cache
12818,Build Automation Tool Plugins,build|build-system|maven|plugin|tools,mule tool maven plugin
15005,Configuration Libraries,config,deg classy core
180,Messaging / Integration,actor|akka|amqp|concurrency|distributed|queue|rabbitmq,akka rabbitmq
26214,File Handler,pdf,bengolder pdf html
21173,Exception Handling,exception,patternteste exception
20251,Example,example|jquery|spring,okta spring example boot jquery
16275,Machine Learning,deep-learning,deeplearningj
24066,Logging / Monitoring,logging,alipay sofa log boot
11764,Build Automation Tool Plugins,build|build-system|maven|plugin,avaje maven plugin
12445,Build Automation Tool Plugins,build|build-system|maven|plugin,matrixweb maven plugin
14219,Example,client|example|osgi,karaf example blueprint client
24022,Logging / Monitoring,logging,qos logback site
23411,Logging / Monitoring,kafka|metrics|streaming,metric kafka
515,Web Applications,admin|application|web|webapp,admin web
26986,Testing,scala|specs|testing|tools,scala tool testing spec
21233,UI,framework|groovy|web,grail web
12412,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
18910,Example,example,dhatim milyn smook example
2087,Web Applications,application|calendar|engine|web|webapp,bedework caleng calendar engine
4393,Web Applications,application|manager|web|webapp,hspconsortium sandbox hspc manager
13864,Database,cassandra|client|database|io,cassandra client
15653,Cryptography,cryptography|io,xinyang pan cryptoj
9524,Build Automation Tool Plugins,build|build-system|gwt|io|maven|plugin|ui,gwt helper maven plugin
19891,Example,example|io,wcm sample complete
9417,Build Automation Tool Plugins,build|build-system|generator|maven|plugin,openapi generator maven plugin
14497,Database,client|sql,flink sql client
12594,Build Automation Tool Plugins,build|build-system|maven|plugin|rule-engine,maven plugin drool
