,CATEGORY,TAGS,ga_txt_cleaned
11498,Build Automation Tool Plugins,build|build-system|maven|plugin,thomasjohansen warbuddy war buddy maven plugin
20840,Example,example|service,consol citrus simulator sample wsdl
11999,Build Automation Tool Plugins,build|build-system|maven|plugin,jpmml pmml maven plugin
2733,Example,application|example|html|jsf|portlet|web|webapp,liferay face demos jsf html portlet
21805,Graph Algorithms and Tools,graph,gohla persistent graph pcollection
26987,UI,scala|swing|ui,scala lang virtualize swing
6067,Web Applications,application|web|webapp,entando app blog
12557,Build Automation Tool Plugins,build|build-system|maven|plugin|reporting,mkolisnyk cucumber report maven plugin
23578,Stream Processing,kafka|streaming,ntwork druid kafka eight
2857,Web Applications,application|example|jms|jndi|module|queue|resource|server|tomcat|web|webapp|webserver,activemq example module artemis tomcat jndi resource sample
26406,Database,persistence,liuanxin mybatis page
21820,Graph Algorithms and Tools,graph,fusesource insight graph
8568,UI,bootstrap|cluster,glassfish cluster gms bootstrap
18772,Example,example,tascalate javaflow example retro lambda
5828,Web Applications,application|web|webapp,novartis opensource yada war
19864,Example,example|io,skullab injector sample
22896,File Handler,json|kotlin|module,fasterxml jackson module kotlin
26294,File Handler,pdf,jboss seam pdf
17884,Example,example,tuscany sca sample application
8290,File Handler,binding|xml,hudsonci libs hudson jaxb xjc
604,Build Automation Tool Plugins,amazon|aws|build|build-system|deployment|io|maven|plugin,konig aw deploy maven plugin
24770,Logging / Monitoring,logging|scala|typesafe,typesafe scala log
27617,Communication Protocol Integration,sms,zgqq flycat sm qcloud
13419,Example,camel|esb|example|soap,servicemix example camel cxf soap
11482,Build Automation Tool Plugins,build|build-system|maven|plugin,advancedweb scott maven plugin
8186,File Handler,binding|xml,jaxb api
3259,Example,application|example|template|web|webapp|webservice,glassfish jersey example freemarker webapp
1790,Web Applications,application|authentication|example|web|webapp|webservice,bazaarvoice auth jersey hmac sample
10982,Build Automation Tool Plugins,build|build-system|maven|plugin,gear mind getup maven plugin
22808,File Handler,json,easygson
2972,Example,application|example|mvc|web|webapp,houbb mvc demo
15394,Cryptography,cryptography,mhu osgi crypt api
25454,Testing,mock|mocking|specs|testing,spec mock
5108,Web Applications,application|server|web|webapp,wso appserver bookstore app
28283,Testing,testing|accumulo,accumulo test
18418,Example,example,grizzly sample
14895,Compression Libraries,compression,avast bytecompressor jsnappy
4566,Web Applications,application|platform|web|webapp,aksw sparqlify platform
11071,Build Automation Tool Plugins,build|build-system|maven|plugin,iodesystem whatjdk maven plugin
11537,Build Automation Tool Plugins,build|build-system|maven|plugin,elehack maven plugin external build
24881,File Handler,markdown,henkelmann actuarius
28255,Testing,testing,lihaoyi utestsjs
25826,Native Access Tools,native,shadaj slinky nativesjs
25781,Native Access Tools,native,ai djl pytorch native cu
4680,Web Applications,application|portal|web|webapp,portal pluto
9182,Build Automation Tool Plugins,build|build-system|database|hsql|maven|plugin,sigmalab maven plugin hsqldb
4521,Web Applications,application|mvc|sdk|security|spring|web|webapp,stormpath spring sdk tutorial security webmvc some access control
9937,Build Automation Tool Plugins,build|build-system|jpa|maven|persistence|plugin,batoo jpa maven plugin
25402,Build Automation Tool Plugins,maven|plugin|validation,robobinde plugin validator
1941,Web Applications,application|bpm|osgi|web|webapp,provisionr activiti karaf web explorer
20404,Example,example|model,dhatim milyn smook example ejc model use
16038,File Handler,csv|gaming,yildiz game common csv
12600,Build Automation Tool Plugins,build|build-system|maven|plugin|scala,wajda scala cross build maven plugin
17235,IDE Modules,eclipse|plugin,binternational snowowl snome scg
8798,Logging / Monitoring,bridge|logging,log logj flume ng
24462,Logging / Monitoring,logging,eulerframework euler common log
21823,Graph Algorithms and Tools,graph,hawkular inventory tinkerpop
18006,Example,example,bendb thrifty example postprocessor
25611,File Handler,module|scala|xml,scala lang module xmlsjs
25765,Native Access Tools,native,opennms core icmp jna
16902,DNS Libraries,dns|network|scala,gild scala srv dns
13260,Stream Processing,camel|connector|kafka|streaming,camel kafkaconnector pgevent kafka connector
5037,Web Applications,application|server|web|webapp,helger peppol smp server webapp sqlmin
4511,Web Applications,application|monitor|web|webapp,hspconsortium bilirubin hspc monitor
14217,Example,client|example|kafka|streaming,storm kafka client example
14080,Chart Libraries,chart|visualization,wicked chart parent
14140,Crawler,client|crawler|elastic|elasticsearch|search,pilato elasticsearch crawler fscrawler client base
23796,Languages / Compiler / Interpretation,language,jaitool jt jiffle language
16219,Utilities,date|time,objectlab kit datecalc joda
5423,Testing,application|testing|web|webapp,glassfish tyrus test ee stdconfig
9274,Build Automation Tool Plugins,build|build-system|eclipse|maven|plugin,marschall maven plugin
26899,Rule Engines,rule-engine|server,chtijbug drool loyalty kie server
25727,Native Access Tools,native,jmeter
15442,Cryptography,cryptography,jvnet hudson crypto util
27380,Testing,selenium|testing,andreptb fitnesse selenium slim
27955,Testing,testing,cloudyrock dimmer test
25240,Build Automation Tool Plugins,maven|plugin,jbundle app program plugin
8470,UI,bootstrap,awire bootstrap java
10960,Build Automation Tool Plugins,build|build-system|maven|plugin,exsoinn code quality maven plugin
28317,Utilities,time,fluidsonic fluid time iosarm
21575,Languages / Compiler / Interpretation,generator|parser,lihaoyi fastparse
21261,UI,framework|play-framework|typesafe|web,typesafe play
24405,Logging / Monitoring,logging,adorsy psd xsa logger context
11220,Build Automation Tool Plugins,build|build-system|maven|plugin,phloc maven dirindex plugin
7961,Benchmarks,benchmark|linkedin,linkedin pegasus benchmark
26299,File Handler,pdf,modeshape sequencer pdf
17959,Example,example,alibaba citrus sample parent
9405,Build Automation Tool Plugins,build|build-system|generator|markdown|maven|plugin,anton johansson build markdown generator maven plugin
27499,Marshalling / Unmarshalling,serialization,xuwei msgpackz coresjs
3607,Web Applications,application|example|web|webapp,switchyard quickstart demos demo helpdesk
15418,Cryptography,cryptography,javax xml crypto jsr api
24680,OSGi,logging|osgi,osgi enroute equinox log adapter
10550,Build Automation Tool Plugins,build|build-system|maven|plugin,paveljakov queryless plugin maven
10353,Build Automation Tool Plugins,build|build-system|maven|plugin,anirudhvarma wmv maven plugin
9387,Build Automation Tool Plugins,build|build-system|framework|maven|plugin,wisdom framework npm runner maven plugin
19400,Example,example|framework|web,reflect framework example web shop domain
21942,UI,gwt|ui,gwtupload
24295,Logging / Monitoring,logging,outr scribesjs
13276,Stream Processing,camel|connector|kafka|streaming,camel kafkaconnector sip kafka connector
6799,UI,assets,webjar npm express
352,Actor Frameworks,actor|akka|concurrency|distributed|spark|sql|streaming,bahir spark sql streaming akka
6222,Web Applications,application|web|webapp,objectweb bonita chainsaw
19818,Example,example|io,kotlintest sample
27937,Testing,testing,biopet biowdl test util
17339,IDE Modules,eclipse|plugin,tycho resolver
3513,Example,application|example|web|webapp,iceface sample showcase
24931,File Handler,markdown|specs|testing,spec markdown
15300,Job Scheduling,cron,alonsodomin cron decline
10638,Build Automation Tool Plugins,build|build-system|maven|plugin,veithen daemon maven plugin
4347,Web Applications,application|location|service|servlet|web|webapp,mobicent servlet sip location service
13950,Database,cassandra|database,baidu hugegraph cassandra
5623,Web Applications,application|web|webapp,wadi webapp
4778,Web Applications,application|proxy|web|webapp,qatool seleniumkit gridrouter proxy
14491,Application Layer Protocol Integration,client|rest,ctoolkit restapi rest client facade api
25077,Build Automation Tool Plugins,maven|plugin,ug dbg mvn npm plugin
2762,Example,application|example|io|service|web|webapp,rocketmix service demo
15910,File Handler,csv,nuxeo csv
21214,Database,fluent|jpa|persistence,streamx fluent jpa notation
11186,Build Automation Tool Plugins,build|build-system|maven|plugin,nhncorp ntaf maven plugin
2647,Example,application|example|geo|gwt|plugin|ui|web|webapp,geomajas plugin geocoder gwt example
24406,Logging / Monitoring,logging,agilecoder logger loge core
16695,Application Layer Protocol Integration,description|metadata|webservice,jvnet wom
18217,Example,example,liveperson ephemeral example
26614,Reflection Libraries,reflection,fabric jdk reflection
11826,Build Automation Tool Plugins,build|build-system|maven|plugin,codeartisan thirdpartie maven plugin
14901,Compression Libraries,compression,avast bytecompressor zlib
11617,Build Automation Tool Plugins,build|build-system|maven|plugin,riccardocossu isplit maven plugin
17762,Example,example,flink statefun example
7661,Stream Processing,aws|kafka|streaming,jcustenborder kafka connect kinesis
4656,Web Applications,application|portal|portlet|web|webapp,gatein portal exo portlet exoadmin
28150,Testing,testing,qacore java testing toolbox
22719,Database,jpa|persistence,htfv querydsl apt jpa
14956,Concurrency Libraries,concurrency|concurrent|functional|scala|scalaz,scalaz concurrent
19679,Example,example|io,molecule lab example
18798,Example,example,tornado brap example
27103,Testing,scala|testing,scalatest
21017,Example,example|testing,sling testing sample failingtest
10885,Build Automation Tool Plugins,build|build-system|maven|plugin,carrotgarden maven flatten plugin
24568,Logging / Monitoring,logging,graylog autovalue auto value javabean
9092,Build Automation Tool Plugins,build|build-system|compiler|maven|plugin|service,kie workbench service wb common compiler maven plugin
19498,Example,example|gwt|time|web-framework,vaadin time picker flow demo
14828,Languages / Compiler / Interpretation,compiler,jvnet sorcer javac
407,Actor Frameworks,actor|akka|concurrency|distributed|typesafe,typesafe akka actor
20511,Example,example|osgi|service,karaf scr example manage service
6041,Web Applications,application|web|webapp,debux webmotion wikimotion
26641,Reflection Libraries,reflection,scalamacro resetallattrs
19530,Example,example|gwt|web-framework,vaadin list box flow demo
11502,Build Automation Tool Plugins,build|build-system|maven|plugin,tis gsp dba maven plugin
15428,Cryptography,cryptography,geronimo framework crypto
10767,Build Automation Tool Plugins,build|build-system|maven|plugin,dreampie flyway maven plugin
25638,Logging / Monitoring,monitoring,custardsource parfait core
5541,Web Applications,application|web|webapp,geode web
1334,Annotation Processing,annotations|io|processor|rest,rxmicro annotation processor rest
10024,Build Automation Tool Plugins,build|build-system|maven|module|plugin|tools,mt ag tool maven module plugin
15332,Job Scheduling,cron|scheduling,chrl cron
2423,Web Applications,application|deployment|monitor|web|webapp,wso artifact deployment monitor
1836,Web Applications,application|authentication|rest|security|web|webapp,sege acris security rest authentication
562,Web Applications,agent|application|web|webapp,wso mdm window agent
77,Actor Frameworks,actor,tidalwave solidblue netbean actor
15363,Cryptography,cryptography,gantzgulch tool crypto
1405,Annotation Processing,annotations|security|processor,exadel security abac annotation processing
1997,Web Applications,application|build|build-system|example|maven|testing|web|webapp,cargo sample maven test
16541,Dependency Injection,dependency-injection,grouplen grapht
10249,Build Automation Tool Plugins,build|build-system|maven|plugin,enunciate maven cxf plugin
7462,Security / Authentification,authentication|jaxrs|rest|server,jslsolucoe jaxrs server auth
17049,IDE Modules,eclipse|ide|plugin|ui,adobe granite ide ui
17213,IDE Modules,eclipse|persistence|plugin,openhab persistence rrdj
17181,Natural Language Processing,eclipse|nlp|plugin|provider|service,scasefp service nlp provider
18962,Example,example,fugerit java fj daogen sample
10951,Build Automation Tool Plugins,build|build-system|maven|plugin,edugility artifact maven plugin
1374,Annotation Processing,annotations|processor,manosbatsis scrudbean annotation processor java
22174,Build Automation Tool Plugins,io|maven|plugin,iom saxon plugin
19597,Example,example|http|io,syndesis http pingcheck example
23131,Testing,junit|testing,spec junit
26258,File Handler,pdf,openminte uc socialscience omtd ss pdf
26284,File Handler,pdf,clojar processing core pdf
16762,Distributed Tracing,distributed|tracing,nike wingtip core
3578,Web Applications,application|example|web|webapp,ninjaframework ninja core demo
21570,Languages / Compiler / Interpretation,generator|parser,parboil core
28464,Utilities,validation,wix accord coresjs
20553,Example,example|platform|server,proofpoint platform sample server
22271,Utilities,io|validation,jto validation playjson
6839,UI,assets|bootstrap|web,webjar bootstrap sass
9936,Build Automation Tool Plugins,build|build-system|jpa|maven|persistence|plugin,javatechnic edugility jpa maven plugin
1137,Build Automation Tool Plugins,analyzer|build|build-system|maven|plugin,atlassian maven plugin modz detector
12996,Bytecode Libraries,bytecode|tree,asm tree
4492,Web Applications,application|module|web|webapp,vgregion pubsubhubbub hub module web
1712,Build Automation Tool Plugins,aop|aspect|build|build-system|maven|plugin,md aspectj maven plugin
12577,Build Automation Tool Plugins,build|build-system|maven|plugin|resource,jslsolucoe resource maven plugin
7651,Logging / Monitoring,aws|io|logging|metrics|monitoring,redlink ext logback cloudwatch appender
27157,Testing,scala|testing,scalatest scalatestsjs
19886,Example,example|io,wcm qa galenium example sample
23617,Stream Processing,kafka|streaming,sksamuel eel kafka
8921,Build Automation Tool Plugins,build|build-system|builder|maven|plugin,slinkyframework environment slinky builder maven plugin
7891,Benchmarks,benchmark|cloud|database|google|hbase,google cloud bigtable hbase benchmark
12396,Build Automation Tool Plugins,build|build-system|maven|plugin,atlassian maven plugin refapp
27500,Marshalling / Unmarshalling,serialization,xuwei msgpackz coresjs
23429,Stream Processing,kafka|protocol|streaming,spinoco protocol kafka
15831,UI,css|swt,ui css swt theme
15906,File Handler,csv,kie soup dataset csv
22437,Languages / Compiler / Interpretation,javax|specs|standard|xml,javax xml jaxm api
17698,Example,example,arie blueprint sample fragment
9075,Build Automation Tool Plugins,build|build-system|compiler|maven|parser|plugin,antlr maven gunit plugin
24026,Logging / Monitoring,logging,detachment log
7296,UI,assets|web,webjar npm glob
24705,Logging / Monitoring,logging|play-framework|typesafe,typesafe play logback
23073,Testing,junit|reporter|testing,kncept junit reporter
11453,Build Automation Tool Plugins,build|build-system|maven|plugin,algofi maven plugin polymer minifier
19362,Example,example|extension|spring|testing,flywaydb flyway test extension sample spring boot
27159,Testing,scala|testing,scalatest scalatestsjs
20746,Example,example|sdk|spring,stormpath spring sdk example boot
4441,Web Applications,application|mock|web|webapp,redhat rhevm api mock webapp
21898,Graph Algorithms and Tools,graph|service,expedia www haystack service graph snapshotter
22037,Messaging / Integration,integration,mule core
1040,Testing,analysis|coverage,sourceforge purrpackage
16417,Machine Learning,deep-learning|machine-learning,thoughtwork deeplearne poly
19075,Example,example,itechet resteasy demo
13983,Chart Libraries,chart|eclipse|engine|io|plugin|reporting|visualization,report solution birt chart engine
17089,IDE Modules,eclipse|io|plugin|report|reporting|ui,report solution birt designer ui
4582,Web Applications,application|plugin|portlet|web|webapp,thiagomoreira liferay plugin share button app portlet
24559,Logging / Monitoring,logging,geotoolkit geotk log common
11789,Build Automation Tool Plugins,build|build-system|maven|plugin,bitstring maven plugin filepathtouri
11917,Build Automation Tool Plugins,build|build-system|maven|plugin,fusesource scalate maven plugin
8133,File Handler,binding|plugin|xml,andromda thirdparty jaxbcommon default value plugin
14358,Application Layer Protocol Integration,client|http,scalaj http
13285,Stream Processing,camel|connector|kafka|streaming,camel kafkaconnector soroush kafka connector
19738,Example,example|io,apigee trireme hello sample
17305,IDE Modules,eclipse|plugin,officefloor section
13415,Example,camel|esb|example|rule-engine,servicemix example camel drool
28302,Testing,testing|ui,matthewbeasley ui test
15705,Cryptography,cryptography|scala,thnar scala bcrypt
4544,Web Applications,application|platform|rule-engine|web|webapp,chtijbug drool platform brm
15776,UI,css|styles,mewf humpty less
8615,UI,bootstrap|gwt|library|ui,bytebybyte gwt bootstrap
21484,Build Automation Tool Plugins,generator|maven|plugin,fommil netlib generator
8981,Build Automation Tool Plugins,build|build-system|cassandra|database|maven|plugin,pro foundev cassandra common maven
14276,Application Layer Protocol Integration,client|http,lihaoyi request
23752,Languages / Compiler / Interpretation,language,entando bundle widget languagechooseinspinia
16778,DNS Libraries,dns,crobox reactive consul dns
22375,Languages / Compiler / Interpretation,javax|specs|standard,javax activation api
27088,Testing,scala|testing,scalatest
704,IDE Modules,amazon|aws|eclipse|plugin,vorto codegen aw
28510,File Handler,xml,ogce xpp
25517,Testing,mocking|scala|support|testing,scalamock scalatest supportsjs
7406,Security / Authentification,authentication|io|oauth,openliberty feature oauth
755,Code analyses,analysis,iheart thomas analysis
4810,Web Applications,application|report|web|webapp,tascape reactor report
1251,OSGi,angular|osgi|ui,osgi enroute angular ui webresource
23070,Testing,junit|provider|testing,dius pact jvm provider junit
8788,IDE Modules,bridge|eclipse|plugin,sonatype bridge imp
13885,Database,cassandra|config|database|io|storage|tracing,zipkin java autoconfigure storage cassandra
8430,UI,bootstrap,jwebmp jre bootstrap
22167,Build Automation Tool Plugins,io|maven|plugin,msantarsiere dado
22340,Languages / Compiler / Interpretation,javax|security|specs|standard,javax security jacc api
13343,Example,camel|data|example,datum artisan flakka sample camel java
15471,Cryptography,cryptography,xwiki platform crypto common
23209,Testing,junit|testing,tesult junit
22793,File Handler,json,wix peninsula
14971,Concurrency Libraries,concurrency|concurrent|functional|scala|scalaz,scalaz concurrent
28026,Testing,testing,japgolly microlib test utilsjs
19907,Example,example|io,zeebe sample
11036,Build Automation Tool Plugins,build|build-system|maven|plugin,helger maven ph buildinfo plugin
19156,Example,example,eladb jsii sample
14309,Application Layer Protocol Integration,client|http,frugalmechanic fm http
9127,IDE Modules,build|build-system|connector|eclipse|maven|plugin,objectledge maven connector coral plugin
13569,Example,camel|example|spring,camel example spring dm
26166,Command Line Parsers,parser,spullara cli parser
11217,Build Automation Tool Plugins,build|build-system|maven|plugin,phloc maven buildinfo plugin
8164,File Handler,binding|tools|xml,jvnet jaxbcommon jaxb basic tool
6083,Web Applications,application|web|webapp,ewebj solidbase webapp
24715,Logging / Monitoring,logging|plugin,sumologic plugin logj sumo appender
27250,Search Engines,search|engine,mmm search engine
11492,Build Automation Tool Plugins,build|build-system|maven|plugin,freelibrary llpjlp maven plugin
6904,UI,assets|jquery|web,webjar
7944,Benchmarks,benchmark|io,servicefabric benchmark
8730,IDE Modules,bpm|eclipse|model|plugin,activiti designer model
2547,Web Applications,application|ejb|security|web|webapp,wildfly quickstart ejb security jaas
16130,Database,database|graph|hbase|nosql,thinkaurelius titan hbase
23236,Testing,junit|testing,dagere kopeme junit
2724,Example,application|example|gwt|web|web-framework|webapp|websocket,vaadin external atmosphere sample websocket chat
13413,Example,camel|esb|example|rest,servicemix example camel cxf rest route
24724,Logging / Monitoring,logging|plugin,codelogger plugin log
21722,Graph Algorithms and Tools,graph,microsoft graph core
12476,Build Automation Tool Plugins,build|build-system|maven|plugin|pojo,pkoli xlspojo maven plugin
21574,Languages / Compiler / Interpretation,generator|parser,lihaoyi fastparse
22824,File Handler,json,lihaoyi ujsonnative
14025,Chart Libraries,chart|eclipse|ui|view|visualization,neoscada hmi scada ui chart view
1351,Build Automation Tool Plugins,annotations|maven|plugin,barakb annotation plugin
9437,Build Automation Tool Plugins,build|build-system|generator|maven|plugin,rock voss maven plugin content generator
20248,Example,example|jpa|persistence|spring,flowable spring boot sample jpa
15105,Containerization,container,fabric docker client
15986,File Handler,csv,thksystem tkscommon
25387,Build Automation Tool Plugins,maven|plugin|tools,gugau lfr tool theme livedeploy
18472,Example,example,weblookandfeel weblaf demo
10828,Build Automation Tool Plugins,build|build-system|maven|plugin,appdynamic maven plugin
7131,UI,assets|web,webjar highlightjs
19953,Example,example|io|pojo|resource,apk pojo custom resource example
10192,Build Automation Tool Plugins,build|build-system|maven|plugin,sling maven jspc plugin
21426,Languages / Compiler / Interpretation,functional|scala|scalaz,scalaz coresjs
19426,Example,example|geo|gwt|plugin|ui,geomajas plugin layer geotool gwt example
10049,Build Automation Tool Plugins,build|build-system|maven|osgi|plugin,bestsolution maven osgi exec plugin
7553,File System,aws|build|build-system|maven|s3,seahen maven wagon
10002,Build Automation Tool Plugins,build|build-system|manager|maven|plugin,bitbucket danielschreiber release manager for maven plugin
12229,Build Automation Tool Plugins,build|build-system|maven|plugin,sonatype maven plugin publisher
19992,Example,example|io|service,hawt example service project
21463,Languages / Compiler / Interpretation,functional|scala|scalaz,scalaz coresjs
4495,Web Applications,application|module|web|webapp,vgregion vertikala prioriteringar core bc module web
237,Distributed Communication,actor|akka|communication|concurrency|distributed|remote|remoting|typesafe,typesafe akka remote
13639,Testing,camel|integration|support|testing,camel quarkus integration test support core main parent
17994,Example,example,baidu hugegraph example
7061,UI,assets|web,webjar bower spectrum
5533,Web Applications,application|web|webapp,cxf fediz idp
16554,Dependency Injection,dependency-injection,roboguice
8134,File Handler,binding|plugin|xml,andromda thirdparty jaxbcommon parent pointer plugin
10327,Build Automation Tool Plugins,build|build-system|maven|plugin,mojo weblogic maven plugin
26415,Database,persistence,nomou mybatis smart
408,Actor Frameworks,actor|akka|concurrency|distributed|typesafe,typesafe akka actor
17348,IDE Modules,eclipse|plugin,vorto codegen coap
14442,Mailing,client|mail,solarmosaic client mail
27842,Utilities,standard,javax measure unit api
2277,Web Applications,application|config|web|webapp,jbundle config web webbundle
15181,Crawler,crawler,fancyerii ifengcrawler
28349,Distributed Communication,transaction,glassfish transaction internal api
16211,Utilities,date|time,joestelmach natty
10323,Build Automation Tool Plugins,build|build-system|maven|plugin,mojo truezip maven plugin
19610,Example,example|http|server,glassfish grizzly sample http server
12926,Natural Language Processing,build|model|nlp,ai tock nlp build model worker
5562,Web Applications,application|web|webapp,oodt cas fm webapp
25160,Build Automation Tool Plugins,maven|plugin,simiacryptus autocoder core
28265,Testing,testing,lihaoyi utestsjs
8197,File Handler,binding|xml,btmatthew jaxbcommon jaxb common lang
5478,Web Applications,application|ui|web|webapp,nflab zeppelin api ui
23864,Languages / Compiler / Interpretation,language|xml,daioware language xml
22845,File Handler,json,lihaoyi upicklesjs
6411,Web Applications,application|web|webapp,smartin message
25197,Build Automation Tool Plugins,maven|plugin,grester
12816,Build Automation Tool Plugins,build|build-system|maven|plugin|tools,jvnet hudson tool maven plugin
21807,Graph Algorithms and Tools,graph,allenai tinkerpop blueprint core
25359,Build Automation Tool Plugins,maven|plugin|signing,exabrial pgp signature check plugin
28260,Testing,testing,lihaoyi utestsjs
26207,File Handler,pdf,bitplan simplegraph pdf
24077,Logging / Monitoring,logging,arpnetworke logback steno
14674,Utilities,collections|google|structures,modj google collect
8799,Logging / Monitoring,bridge|logging,log logj jcl
22197,Build Automation Tool Plugins,io|maven|repository,get coursier coursiersjs
7812,Benchmarks,benchmark,madgag bfg benchmark
9321,Build Automation Tool Plugins,build|build-system|esb|maven|plugin,wso maven esb localentry plugin
3094,Example,application|example|scala|web|web-framework|webapp,liftweb lift example
18292,Example,example,ohmdb demo
23695,Testing,lambda|testing,deg lambda test
28066,Testing,testing,japgolly test state ext nyayasjs
12344,Build Automation Tool Plugins,build|build-system|maven|plugin,trylogic maven flexmojos create rsl plugin
26568,Messaging / Integration,queue,eladb cdk tweet queue
